Category,Number of Records,Quantity,Sales,Segment,Ship Mode
Furniture,1,2,$242,Consumer,Standard Class
Furniture,1,2,$242,Consumer,Standard Class
Furniture,1,2,$244,Consumer,Standard Class
Furniture,1,2,$244,Consumer,Standard Class
Furniture,1,2,$272,Consumer,Standard Class
Furniture,1,2,$272,Consumer,Standard Class
Furniture,1,2,$273,Consumer,Standard Class
Furniture,1,2,$274,Consumer,Standard Class
Furniture,1,2,$302,Consumer,Standard Class
Furniture,1,2,$308,Consumer,Standard Class
Furniture,1,2,$308,Consumer,Standard Class
Furniture,1,2,$322,Consumer,Standard Class
Furniture,1,2,$328,Consumer,Standard Class
Furniture,1,2,$349,Consumer,Standard Class
Furniture,1,2,$354,Consumer,Standard Class
Furniture,1,2,$354,Consumer,Standard Class
Furniture,1,2,$360,Consumer,Standard Class
Furniture,1,2,$362,Consumer,Standard Class
Furniture,1,2,$390,Consumer,Standard Class
Furniture,1,2,$399,Consumer,Standard Class
Furniture,1,2,$408,Consumer,Standard Class
Furniture,1,2,$408,Consumer,Standard Class
Furniture,1,2,$424,Consumer,Standard Class
Furniture,1,2,$449,Consumer,Standard Class
Furniture,1,2,$450,Consumer,Standard Class
Furniture,1,2,$489,Consumer,Standard Class
Furniture,1,2,$582,Consumer,Standard Class
Furniture,1,2,$595,Consumer,Standard Class
Furniture,1,2,$608,Consumer,Standard Class
Furniture,1,2,$632,Consumer,Standard Class
Furniture,1,2,$642,Consumer,Standard Class
Furniture,1,2,$802,Consumer,Standard Class
Furniture,1,3,$4,Consumer,Standard Class
Furniture,1,3,$6,Consumer,Standard Class
Furniture,1,3,$6,Consumer,Standard Class
Furniture,1,3,$9,Consumer,Standard Class
Furniture,1,3,$10,Consumer,Standard Class
Furniture,1,3,$11,Consumer,Standard Class
Furniture,1,3,$11,Consumer,Standard Class
Furniture,1,3,$12,Consumer,Standard Class
Furniture,1,3,$14,Consumer,Standard Class
Furniture,1,3,$15,Consumer,Standard Class
Furniture,1,3,$15,Consumer,Standard Class
Furniture,1,3,$17,Consumer,Standard Class
Furniture,1,3,$17,Consumer,Standard Class
Furniture,1,3,$17,Consumer,Standard Class
Furniture,1,3,$19,Consumer,Standard Class
Furniture,1,3,$19,Consumer,Standard Class
Furniture,1,3,$22,Consumer,Standard Class
Furniture,1,3,$23,Consumer,Standard Class
Furniture,1,3,$23,Consumer,Standard Class
Furniture,1,3,$25,Consumer,Standard Class
Furniture,1,3,$25,Consumer,Standard Class
Furniture,1,3,$25,Consumer,Standard Class
Furniture,1,3,$26,Consumer,Standard Class
Furniture,1,3,$27,Consumer,Standard Class
Furniture,1,3,$28,Consumer,Standard Class
Furniture,1,3,$29,Consumer,Standard Class
Furniture,1,3,$32,Consumer,Standard Class
Furniture,1,3,$32,Consumer,Standard Class
Furniture,1,3,$32,Consumer,Standard Class
Furniture,1,3,$33,Consumer,Standard Class
Furniture,1,3,$37,Consumer,Standard Class
Furniture,1,3,$37,Consumer,Standard Class
Furniture,1,3,$37,Consumer,Standard Class
Furniture,1,3,$39,Consumer,Standard Class
Furniture,1,3,$40,Consumer,Standard Class
Furniture,1,3,$41,Consumer,Standard Class
Furniture,1,3,$41,Consumer,Standard Class
Furniture,1,3,$43,Consumer,Standard Class
Furniture,1,3,$45,Consumer,Standard Class
Furniture,1,3,$46,Consumer,Standard Class
Furniture,1,3,$46,Consumer,Standard Class
Furniture,1,3,$48,Consumer,Standard Class
Furniture,1,3,$55,Consumer,Standard Class
Furniture,1,3,$58,Consumer,Standard Class
Furniture,1,3,$60,Consumer,Standard Class
Furniture,1,3,$61,Consumer,Standard Class
Furniture,1,3,$61,Consumer,Standard Class
Furniture,1,3,$67,Consumer,Standard Class
Furniture,1,3,$76,Consumer,Standard Class
Furniture,1,3,$77,Consumer,Standard Class
Furniture,1,3,$78,Consumer,Standard Class
Furniture,1,3,$78,Consumer,Standard Class
Furniture,1,3,$79,Consumer,Standard Class
Furniture,1,3,$83,Consumer,Standard Class
Furniture,1,3,$85,Consumer,Standard Class
Furniture,1,3,$97,Consumer,Standard Class
Furniture,1,3,$102,Consumer,Standard Class
Furniture,1,3,$102,Consumer,Standard Class
Furniture,1,3,$103,Consumer,Standard Class
Furniture,1,3,$120,Consumer,Standard Class
Furniture,1,3,$122,Consumer,Standard Class
Furniture,1,3,$122,Consumer,Standard Class
Furniture,1,3,$124,Consumer,Standard Class
Furniture,1,3,$124,Consumer,Standard Class
Furniture,1,3,$128,Consumer,Standard Class
Furniture,1,3,$128,Consumer,Standard Class
Furniture,1,3,$128,Consumer,Standard Class
Furniture,1,3,$128,Consumer,Standard Class
Furniture,1,3,$129,Consumer,Standard Class
Furniture,1,3,$130,Consumer,Standard Class
Furniture,1,3,$164,Consumer,Standard Class
Furniture,1,3,$167,Consumer,Standard Class
Furniture,1,3,$170,Consumer,Standard Class
Furniture,1,3,$170,Consumer,Standard Class
Furniture,1,3,$170,Consumer,Standard Class
Furniture,1,3,$171,Consumer,Standard Class
Furniture,1,3,$182,Consumer,Standard Class
Furniture,1,3,$185,Consumer,Standard Class
Furniture,1,3,$187,Consumer,Standard Class
Furniture,1,3,$191,Consumer,Standard Class
Furniture,1,3,$191,Consumer,Standard Class
Furniture,1,3,$192,Consumer,Standard Class
Furniture,1,3,$192,Consumer,Standard Class
Furniture,1,3,$194,Consumer,Standard Class
Furniture,1,3,$210,Consumer,Standard Class
Furniture,1,3,$218,Consumer,Standard Class
Furniture,1,3,$218,Consumer,Standard Class
Furniture,1,3,$218,Consumer,Standard Class
Furniture,1,3,$219,Consumer,Standard Class
Furniture,1,3,$230,Consumer,Standard Class
Furniture,1,3,$230,Consumer,Standard Class
Furniture,1,3,$233,Consumer,Standard Class
Furniture,1,3,$239,Consumer,Standard Class
Furniture,1,3,$242,Consumer,Standard Class
Furniture,1,3,$242,Consumer,Standard Class
Furniture,1,3,$242,Consumer,Standard Class
Furniture,1,3,$253,Consumer,Standard Class
Furniture,1,3,$257,Consumer,Standard Class
Furniture,1,3,$269,Consumer,Standard Class
Furniture,1,3,$270,Consumer,Standard Class
Furniture,1,3,$273,Consumer,Standard Class
Furniture,1,3,$273,Consumer,Standard Class
Furniture,1,3,$273,Consumer,Standard Class
Furniture,1,3,$277,Consumer,Standard Class
Furniture,1,3,$288,Consumer,Standard Class
Furniture,1,3,$290,Consumer,Standard Class
Furniture,1,3,$293,Consumer,Standard Class
Furniture,1,3,$300,Consumer,Standard Class
Furniture,1,3,$301,Consumer,Standard Class
Furniture,1,3,$303,Consumer,Standard Class
Furniture,1,3,$303,Consumer,Standard Class
Furniture,1,3,$303,Consumer,Standard Class
Furniture,1,3,$310,Consumer,Standard Class
Furniture,1,3,$312,Consumer,Standard Class
Furniture,1,3,$312,Consumer,Standard Class
Furniture,1,3,$314,Consumer,Standard Class
Furniture,1,3,$317,Consumer,Standard Class
Furniture,1,3,$317,Consumer,Standard Class
Furniture,1,3,$317,Consumer,Standard Class
Furniture,1,3,$323,Consumer,Standard Class
Furniture,1,3,$327,Consumer,Standard Class
Furniture,1,3,$328,Consumer,Standard Class
Furniture,1,3,$333,Consumer,Standard Class
Furniture,1,3,$333,Consumer,Standard Class
Furniture,1,3,$334,Consumer,Standard Class
Furniture,1,3,$355,Consumer,Standard Class
Furniture,1,3,$359,Consumer,Standard Class
Furniture,1,3,$359,Consumer,Standard Class
Furniture,1,3,$359,Consumer,Standard Class
Furniture,1,3,$363,Consumer,Standard Class
Furniture,1,3,$365,Consumer,Standard Class
Furniture,1,3,$370,Consumer,Standard Class
Furniture,1,3,$375,Consumer,Standard Class
Furniture,1,3,$377,Consumer,Standard Class
Furniture,1,3,$390,Consumer,Standard Class
Furniture,1,3,$390,Consumer,Standard Class
Furniture,1,3,$393,Consumer,Standard Class
Furniture,1,3,$410,Consumer,Standard Class
Furniture,1,3,$418,Consumer,Standard Class
Furniture,1,3,$451,Consumer,Standard Class
Furniture,1,3,$466,Consumer,Standard Class
Furniture,1,3,$473,Consumer,Standard Class
Furniture,1,3,$489,Consumer,Standard Class
Furniture,1,3,$512,Consumer,Standard Class
Furniture,1,3,$513,Consumer,Standard Class
Furniture,1,3,$564,Consumer,Standard Class
Furniture,1,3,$569,Consumer,Standard Class
Furniture,1,3,$572,Consumer,Standard Class
Furniture,1,3,$572,Consumer,Standard Class
Furniture,1,3,$586,Consumer,Standard Class
Furniture,1,3,$601,Consumer,Standard Class
Furniture,1,3,$601,Consumer,Standard Class
Furniture,1,3,$601,Consumer,Standard Class
Furniture,1,3,$614,Consumer,Standard Class
Furniture,1,3,$626,Consumer,Standard Class
Furniture,1,3,$626,Consumer,Standard Class
Furniture,1,3,$629,Consumer,Standard Class
Furniture,1,3,$638,Consumer,Standard Class
Furniture,1,3,$663,Consumer,Standard Class
Furniture,1,3,$663,Consumer,Standard Class
Furniture,1,3,$674,Consumer,Standard Class
Furniture,1,3,$680,Consumer,Standard Class
Furniture,1,3,$698,Consumer,Standard Class
Furniture,1,3,$698,Consumer,Standard Class
Furniture,1,3,$700,Consumer,Standard Class
Furniture,1,3,$711,Consumer,Standard Class
Furniture,1,3,$748,Consumer,Standard Class
Furniture,1,3,$788,Consumer,Standard Class
Furniture,1,3,$887,Consumer,Standard Class
Furniture,1,3,$891,Consumer,Standard Class
Furniture,1,3,$903,Consumer,Standard Class
Furniture,1,3,"$1,045",Consumer,Standard Class
Furniture,1,3,"$1,068",Consumer,Standard Class
Furniture,1,3,"$1,268",Consumer,Standard Class
Furniture,1,3,"$1,653",Consumer,Standard Class
Furniture,1,4,$11,Consumer,Standard Class
Furniture,1,4,$12,Consumer,Standard Class
Furniture,1,4,$20,Consumer,Standard Class
Furniture,1,4,$20,Consumer,Standard Class
Furniture,1,4,$22,Consumer,Standard Class
Furniture,1,4,$25,Consumer,Standard Class
Furniture,1,4,$31,Consumer,Standard Class
Furniture,1,4,$36,Consumer,Standard Class
Furniture,1,4,$39,Consumer,Standard Class
Furniture,1,4,$40,Consumer,Standard Class
Furniture,1,4,$40,Consumer,Standard Class
Furniture,1,4,$42,Consumer,Standard Class
Furniture,1,4,$47,Consumer,Standard Class
Furniture,1,4,$49,Consumer,Standard Class
Furniture,1,4,$50,Consumer,Standard Class
Furniture,1,4,$60,Consumer,Standard Class
Furniture,1,4,$63,Consumer,Standard Class
Furniture,1,4,$65,Consumer,Standard Class
Furniture,1,4,$66,Consumer,Standard Class
Furniture,1,4,$66,Consumer,Standard Class
Furniture,1,4,$70,Consumer,Standard Class
Furniture,1,4,$71,Consumer,Standard Class
Furniture,1,4,$73,Consumer,Standard Class
Furniture,1,4,$78,Consumer,Standard Class
Furniture,1,4,$80,Consumer,Standard Class
Furniture,1,4,$80,Consumer,Standard Class
Furniture,1,4,$81,Consumer,Standard Class
Furniture,1,4,$96,Consumer,Standard Class
Furniture,1,4,$114,Consumer,Standard Class
Furniture,1,4,$121,Consumer,Standard Class
Furniture,1,4,$123,Consumer,Standard Class
Furniture,1,4,$124,Consumer,Standard Class
Furniture,1,4,$163,Consumer,Standard Class
Furniture,1,4,$186,Consumer,Standard Class
Furniture,1,4,$188,Consumer,Standard Class
Furniture,1,4,$193,Consumer,Standard Class
Furniture,1,4,$195,Consumer,Standard Class
Furniture,1,4,$195,Consumer,Standard Class
Furniture,1,4,$199,Consumer,Standard Class
Furniture,1,4,$199,Consumer,Standard Class
Furniture,1,4,$199,Consumer,Standard Class
Furniture,1,4,$216,Consumer,Standard Class
Furniture,1,4,$220,Consumer,Standard Class
Furniture,1,4,$233,Consumer,Standard Class
Furniture,1,4,$256,Consumer,Standard Class
Furniture,1,4,$278,Consumer,Standard Class
Furniture,1,4,$284,Consumer,Standard Class
Furniture,1,4,$284,Consumer,Standard Class
Furniture,1,4,$291,Consumer,Standard Class
Furniture,1,4,$311,Consumer,Standard Class
Furniture,1,4,$318,Consumer,Standard Class
Furniture,1,4,$323,Consumer,Standard Class
Furniture,1,4,$337,Consumer,Standard Class
Furniture,1,4,$339,Consumer,Standard Class
Furniture,1,4,$344,Consumer,Standard Class
Furniture,1,4,$350,Consumer,Standard Class
Furniture,1,4,$367,Consumer,Standard Class
Furniture,1,4,$385,Consumer,Standard Class
Furniture,1,4,$394,Consumer,Standard Class
Furniture,1,4,$397,Consumer,Standard Class
Furniture,1,4,$411,Consumer,Standard Class
Furniture,1,4,$419,Consumer,Standard Class
Furniture,1,4,$443,Consumer,Standard Class
Furniture,1,4,$448,Consumer,Standard Class
Furniture,1,4,$451,Consumer,Standard Class
Furniture,1,4,$460,Consumer,Standard Class
Furniture,1,4,$483,Consumer,Standard Class
Furniture,1,4,$486,Consumer,Standard Class
Furniture,1,4,$526,Consumer,Standard Class
Furniture,1,4,$558,Consumer,Standard Class
Furniture,1,4,$574,Consumer,Standard Class
Furniture,1,4,$580,Consumer,Standard Class
Furniture,1,4,$610,Consumer,Standard Class
Furniture,1,4,$683,Consumer,Standard Class
Furniture,1,4,$683,Consumer,Standard Class
Furniture,1,4,$725,Consumer,Standard Class
Furniture,1,4,$798,Consumer,Standard Class
Furniture,1,4,$858,Consumer,Standard Class
Furniture,1,4,$866,Consumer,Standard Class
Furniture,1,4,$872,Consumer,Standard Class
Furniture,1,4,$884,Consumer,Standard Class
Furniture,1,4,$933,Consumer,Standard Class
Furniture,1,4,$933,Consumer,Standard Class
Furniture,1,4,$975,Consumer,Standard Class
Furniture,1,4,"$1,018",Consumer,Standard Class
Furniture,1,4,"$1,185",Consumer,Standard Class
Furniture,1,4,"$1,336",Consumer,Standard Class
Furniture,1,4,"$1,690",Consumer,Standard Class
Furniture,1,5,$9,Consumer,Standard Class
Furniture,1,5,$13,Consumer,Standard Class
Furniture,1,5,$15,Consumer,Standard Class
Furniture,1,5,$15,Consumer,Standard Class
Furniture,1,5,$17,Consumer,Standard Class
Furniture,1,5,$22,Consumer,Standard Class
Furniture,1,5,$24,Consumer,Standard Class
Furniture,1,5,$25,Consumer,Standard Class
Furniture,1,5,$44,Consumer,Standard Class
Furniture,1,5,$53,Consumer,Standard Class
Furniture,1,5,$55,Consumer,Standard Class
Furniture,1,5,$65,Consumer,Standard Class
Furniture,1,5,$65,Consumer,Standard Class
Furniture,1,5,$71,Consumer,Standard Class
Furniture,1,5,$78,Consumer,Standard Class
Furniture,1,5,$102,Consumer,Standard Class
Furniture,1,5,$108,Consumer,Standard Class
Furniture,1,5,$140,Consumer,Standard Class
Furniture,1,5,$141,Consumer,Standard Class
Furniture,1,5,$142,Consumer,Standard Class
Furniture,1,5,$146,Consumer,Standard Class
Furniture,1,5,$152,Consumer,Standard Class
Furniture,1,5,$159,Consumer,Standard Class
Furniture,1,5,$204,Consumer,Standard Class
Furniture,1,5,$205,Consumer,Standard Class
Furniture,1,5,$215,Consumer,Standard Class
Furniture,1,5,$216,Consumer,Standard Class
Furniture,1,5,$232,Consumer,Standard Class
Furniture,1,5,$260,Consumer,Standard Class
Furniture,1,5,$284,Consumer,Standard Class
Furniture,1,5,$284,Consumer,Standard Class
Furniture,1,5,$300,Consumer,Standard Class
Furniture,1,5,$308,Consumer,Standard Class
Furniture,1,5,$344,Consumer,Standard Class
Furniture,1,5,$357,Consumer,Standard Class
Furniture,1,5,$364,Consumer,Standard Class
Furniture,1,5,$364,Consumer,Standard Class
Furniture,1,5,$365,Consumer,Standard Class
Furniture,1,5,$384,Consumer,Standard Class
Furniture,1,5,$397,Consumer,Standard Class
Furniture,1,5,$477,Consumer,Standard Class
Furniture,1,5,$493,Consumer,Standard Class
Furniture,1,5,$505,Consumer,Standard Class
Furniture,1,5,$505,Consumer,Standard Class
Furniture,1,5,$512,Consumer,Standard Class
Furniture,1,5,$524,Consumer,Standard Class
Furniture,1,5,$526,Consumer,Standard Class
Furniture,1,5,$528,Consumer,Standard Class
Furniture,1,5,$530,Consumer,Standard Class
Furniture,1,5,$557,Consumer,Standard Class
Furniture,1,5,$558,Consumer,Standard Class
Furniture,1,5,$564,Consumer,Standard Class
Furniture,1,5,$604,Consumer,Standard Class
Furniture,1,5,$658,Consumer,Standard Class
Furniture,1,5,$724,Consumer,Standard Class
Furniture,1,5,$754,Consumer,Standard Class
Furniture,1,5,$802,Consumer,Standard Class
Furniture,1,5,$854,Consumer,Standard Class
Furniture,1,5,$854,Consumer,Standard Class
Furniture,1,5,$913,Consumer,Standard Class
Furniture,1,5,$913,Consumer,Standard Class
Furniture,1,5,$919,Consumer,Standard Class
Furniture,1,5,$958,Consumer,Standard Class
Furniture,1,5,$967,Consumer,Standard Class
Furniture,1,5,$976,Consumer,Standard Class
Furniture,1,5,"$1,023",Consumer,Standard Class
Furniture,1,5,"$1,039",Consumer,Standard Class
Furniture,1,5,"$1,228",Consumer,Standard Class
Furniture,1,5,"$1,324",Consumer,Standard Class
Furniture,1,5,"$1,487",Consumer,Standard Class
Furniture,1,5,"$1,747",Consumer,Standard Class
Furniture,1,5,"$2,004",Consumer,Standard Class
Furniture,1,5,"$2,155",Consumer,Standard Class
Furniture,1,5,"$2,254",Consumer,Standard Class
Furniture,1,5,"$2,804",Consumer,Standard Class
Furniture,1,6,$22,Consumer,Standard Class
Furniture,1,6,$25,Consumer,Standard Class
Furniture,1,6,$32,Consumer,Standard Class
Furniture,1,6,$33,Consumer,Standard Class
Furniture,1,6,$64,Consumer,Standard Class
Furniture,1,6,$71,Consumer,Standard Class
Furniture,1,6,$82,Consumer,Standard Class
Furniture,1,6,$89,Consumer,Standard Class
Furniture,1,6,$97,Consumer,Standard Class
Furniture,1,6,$133,Consumer,Standard Class
Furniture,1,6,$186,Consumer,Standard Class
Furniture,1,6,$206,Consumer,Standard Class
Furniture,1,6,$218,Consumer,Standard Class
Furniture,1,6,$328,Consumer,Standard Class
Furniture,1,6,$362,Consumer,Standard Class
Furniture,1,6,$365,Consumer,Standard Class
Furniture,1,6,$373,Consumer,Standard Class
Furniture,1,6,$382,Consumer,Standard Class
Furniture,1,6,$384,Consumer,Standard Class
Furniture,1,6,$389,Consumer,Standard Class
Furniture,1,6,$485,Consumer,Standard Class
Furniture,1,6,$518,Consumer,Standard Class
Furniture,1,6,$533,Consumer,Standard Class
Furniture,1,6,$595,Consumer,Standard Class
Furniture,1,6,$599,Consumer,Standard Class
Furniture,1,6,$618,Consumer,Standard Class
Furniture,1,6,$822,Consumer,Standard Class
Furniture,1,6,$844,Consumer,Standard Class
Furniture,1,6,$853,Consumer,Standard Class
Furniture,1,6,$935,Consumer,Standard Class
Furniture,1,6,$945,Consumer,Standard Class
Furniture,1,6,"$1,256",Consumer,Standard Class
Furniture,1,6,"$1,317",Consumer,Standard Class
Furniture,1,6,"$1,326",Consumer,Standard Class
Furniture,1,6,"$1,806",Consumer,Standard Class
Furniture,1,6,"$2,004",Consumer,Standard Class
Furniture,1,6,"$2,405",Consumer,Standard Class
Furniture,1,6,"$4,229",Consumer,Standard Class
Furniture,1,7,$33,Consumer,Standard Class
Furniture,1,7,$35,Consumer,Standard Class
Furniture,1,7,$44,Consumer,Standard Class
Furniture,1,7,$49,Consumer,Standard Class
Furniture,1,7,$60,Consumer,Standard Class
Furniture,1,7,$75,Consumer,Standard Class
Furniture,1,7,$102,Consumer,Standard Class
Furniture,1,7,$104,Consumer,Standard Class
Furniture,1,7,$140,Consumer,Standard Class
Furniture,1,7,$227,Consumer,Standard Class
Furniture,1,7,$331,Consumer,Standard Class
Furniture,1,7,$340,Consumer,Standard Class
Furniture,1,7,$367,Consumer,Standard Class
Furniture,1,7,$406,Consumer,Standard Class
Furniture,1,7,$435,Consumer,Standard Class
Furniture,1,7,$573,Consumer,Standard Class
Furniture,1,7,$590,Consumer,Standard Class
Furniture,1,7,$638,Consumer,Standard Class
Furniture,1,7,$861,Consumer,Standard Class
Furniture,1,7,$957,Consumer,Standard Class
