comments,date,host_id,host_name,Id,listing_id,listing_name,Number of Records,reviewer_name,review_id
The Bungalow is a great home away from home and Sovay makes you feel very comfortable. She gives you helpful information about Austin and is very hospitable. As my first airbnb experience I have to say it was wonderful! Thanks again!,1/15/2013,347068,Sovay,3351796,166561,SOCO ItZ bitZ Bungalow,1,Shelby,54000094
Gray & Judith & Grace & George were a joy to meet and I'm thankful to them for sharing their home with me. Safe and convenient location cozy and friendly home adorable dogs and very interesting and genuinely nice people. Thank you!,1/15/2013,2369539,Jude,3354624,635732,4 lofty lovers - walk to Downtown!,1,Gabriella,54000095
"""The price is right to nestle up in this office space. The owner was calm and friendly always and I did get to use the washer and dryer no problem. The shower had nice hot water and I never crossed path with anyone using the bathroom. It was great to have the private entrance and it was great to walk down the street to a cafe and a mexican restaurant. I'm also amazed just how comfortable those extra deep air mattresses are.",1/15/2013,,,3355411,340164,,1,Scott,54000096
Lindsay and Ras were terrific hosts!  Loved my room and it was exactly as described. Tried to reserve for my next trip to Austin but already taken. Can't wait for my next stay with Lindsay R. !,1/16/2013,1710302,Lindsay,3358064,668941,SOCO Hideaway on Travis Heights,1,Donald,54000097
Always a great place to visit whenever I come to Austin!,1/16/2013,8186,Elizabeth,3360637,5769,NW Austin Rooms,1,So Young,54000098
My girlfriend and I flew to Austin on a whim and a hunch looking to see what it was all about. We spent a week based out of the Bird House in the ultra-hip SoCo neighborhood. As it turns out the best part of our get-away was staying here! The accommodations went above and beyond  - coffee tea (email hidden)! Not to mention fresh towels linens books and a full kitchen. We saved a lot of money eating breakfast in the house before romping around each day. The location was great - beautiful safe and convenient.  However if you're planning on getting around Austin quite a bit the bus can be a bit of a walk (7 min max). I would suggest a rental car. All in all it was an honor to stay at the Bird House and be the guests of such gracious hosts. Tremendous Value!,1/16/2013,82762,Dolina,3356844,69810,Cozy Casita Near Downtown in SoCo,1,Buck,54000099
We had a lovely time staying in this well-appointed and extremely well-located apartment. The place itself was perfect for our group of four (one person each in two of the three bedrooms and two of us shared the 3rd bedroom with twin beds) and much more comfortable than staying in a hotel. The open living room/dining room was great for hanging out after a long day of business meetings and the flat screen TV was a good distraction for some much needed down time. After we'd recovered from our days night life and great restaurants were all just a stone's throw away. We were easily able to walk to restaurants and live music. The coffee OJ bagels and cream cheese left for us upon our arrival were a very nice touch! Thanks again. We had a great stay!,1/17/2013,3531593,Steve,3362187,690984,Perfect 4 Executives/Professionals,1,Tamima,54000100
This is a perfectly fabulous house! I've stayed twice and was cozy comfortable each time. Very cool area without all the fuss and high $$$$. It is my preferred home away from home. Thanks Joe!!!,1/17/2013,1282837,Joseph,3363991,603084,Modern Spacious 3/2/2 South Austin,1,Liza,54000101
"""Gray was a total chief. He picked me and my friend up from the airport. He cooked us breakfast the next day (on his day off!) and also drove us around in his car to see the sights of austin we would not have seen as nor me or my friend can drive.",1/17/2013,,,3363009,625578,,1,James,54000102
Lisa was such a great host she was super nice. My boyfriend and I decided we wanted to stay in an apartment instead of a hotel for our stay in Austin because it would be more personal and Lisa had the house in perfect shape and ready to go in no time!!!! It was absolutely beautiful... It felt like home. So comfortable so clean and so inviting. Then we had a last minute change of plans and changed our flights so we could stay a couple more days in Austin and Lisa was nice enough to accommodate us. We had a wonderful stay such a great place and the locations was fabulous not too close and not too far at all.,1/17/2013,7976770,Andrew,3363823,587572,"""The Austin """"Get Away""""""",1,Zayda,54000103
Jennifer is a wonderful hostess who will make you feel right at home in her sweet oasis near downtown whereby during my stay I met people from around the world. I stayed in The Tiny House Near Downtown which is as charming  as it gets...a little rustic cedar lined cabin warmed by a mini electric wood burning stove  (not really wood burning but looks like it) full of ambiance from the moment you step inside..Truly a great hideway for a couple nights or even a week or so. I would suggest her place without question but book early as she books up fast for both the Tiny Little House and her other room indoors.,1/17/2013,1907305,Jen,3364911,658102,Tiny House Privacy near Downtown,1,Carol,54000104
Stayed here for our second time.  The house is amazing.  Very comfortable and Robbie is accommodating and helpful.  Will definitely stay here again!,1/17/2013,170787,Robbie,3362669,40285,OUTDOOR LIVING IN AUSTIN TX,1,Dustin,54000105
Large room--studio with bath. Thoroughly enjoyed Sevylla. We became instant friends.,1/18/2013,230553,Sevylla,3368963,50310,Super Hip South Austin Studio,1,Rich,54000106
Staying at John's studio apt. was great. The location to South Congress is just 10 min. walking through a cool neighborhood. Walk ride your bike or take the bus downtown. It's all so close and accessible. The studio is very accommodating and the bed is really comfortable. It's fun to have the chickens running around the property. All-in-all one of the best AirBnB experiences we've had. Thanks John and Molly for hosting us.,1/18/2013,989596,John,3369413,202187,South Congress Studio Apartment,1,Bill And Kim,54000107
"""Aimee's place is a perfect respite from the busy Austin party. Very well decorated and arranged (and complete with an incredible music collection) my guest and I had a great stay.",1/18/2013,,,3367206,622062,,1,Ben,54000108
We had a very nice stay. Courtney and Joep were warm and friendly and the home was pleasant and very clean. They were especially flexible with our weird arrival time. We will consider staying there again next time we need an overnight home in Austin.,1/19/2013,17333,Joep And Courtney,3372846,7679,North Austin garden haven,1,David,54000109
A really beautiful bijoux studio. Very good location for getting around north central Austin.  I really liked the 22 bus that was just around the corner.  On arrival I took a bit of time to find the gate but after rereading Sarah's instructions a few times I worked it out!  Great shower and nice decor all round.  Make sure you can deal with the sticky front door well before you need to leave for an important appointment.  We would definitely stay again.,1/19/2013,359112,Sara,3374187,70659,Private Cottage-Near UT/Hyde Park,1,Stephen,54000110
Margo provided a wonderful introduction to the sights and sounds of Austin TX. She was a fantastic host with a wonderful personality who made me feel right at home. Her home's ambiance made for a relaxing & fun experience and great access to all the great shops restaurants and attractions Austin has to offer young professionals.,1/19/2013,1541934,Margo,3370105,299282,Beautiful Hyde Park Home near UT,1,Alex,54000111
"""Comfortable Convenient and Courteous!",1/19/2013,,,3373110,383689,,1,Greg,54000112
